Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Maury Mourad,5596755,17,France,Man,820,Meerkampers,17,1,15,182,83,8,2,2,3,9,0,9,4,3,Tienkamp - Polsstokhoogspringen,1.90 m,400,8
Onbekend,Maury Mourad,5596755,17,France,Man,820,Meerkampers,17,1,15,182,83,8,2,2,3,9,0,9,4,3,Tienkamp - Speerwerpen,30.21 m,485,8
Onbekend,Maury Mourad,5596755,17,France,Man,820,Meerkampers,17,1,15,182,83,8,2,2,3,9,0,9,4,3,Tienkamp - 1500 meter,5:05.69,421,8
Onbekend,Maury Mourad,5596755,17,France,Man,820,Meerkampers,17,1,15,182,83,8,2,2,3,9,0,9,4,3,Vijfkamp Mannen,2229 p,446,8
Onbekend,Maury Mourad,5596755,17,France,Man,820,Meerkampers,17,1,15,182,83,8,2,2,3,9,0,9,4,3,Tienkamp,4438 p,444,8
Onbekend,McDougall Jemma,5631702,15,Great Britain,Vrouw,870,Langeafstandslopers,16,1,15,163,62,6,2,8,3,2,2,2,8,8,5.000 meter,20:42.55,556,7
Onbekend,McDougall Jemma,5631702,15,Great Britain,Vrouw,870,Langeafstandslopers,16,1,15,163,62,6,2,8,3,2,2,2,8,8,10.000 meter,45:04.29,554,7
Onbekend,McDougall Jemma,5631702,15,Great Britain,Vrouw,870,Langeafstandslopers,16,1,15,163,62,6,2,8,3,2,2,2,8,8,Marathon,3h:09:59.00,585,7
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen - 100 meter horden,21.89 s,523,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen - Hoogspringen,0.59 m,386,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen - Kogelstoten,3.66 m,215,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen - Verspringen,2.08 m,400,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen - 800 meter,2:51.24,460,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - 100 meter horden,21.99 s,509,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - Hoogspringen,0.59 m,386,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - Kogelstoten,3.69 m,217,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - 200 meter,31.41 s,314,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - Verspringen,2.06 m,396,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - Speerwerpen,14.16 m,298,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp - 800 meter,2:50.48,473,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Vijfkamp Vrouwen,1984 p,397,8
Onbekend,McInally Carla,5653642,16,Great Britain,Vrouw,500,Meerkampers,18,1,14,171,67,12,1,1,1,2,7,5,8,6,Zevenkamp,2593 p,370,8
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,149,45,6,3,8,2,2,7,1,6,6,10 km snelwandelen,1h:09:17.67,575,7
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,149,45,6,3,8,2,2,7,1,6,6,20 km snelwandelen,2h:19:57.97,540,7
Onbekend,McIntyre Trinity,5656614,15,United States,Vrouw,430,Snelwandelaars,13,1,14,149,45,6,3,8,2,2,7,1,6,6,50 km snelwandelen,5h:43:21.85,511,7
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen - 100 meter horden,22.28 s,470,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen - Hoogspringen,0.31 m,203,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen - Kogelstoten,2.37 m,139,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen - Verspringen,1.32 m,253,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen - 800 meter,2:52.12,444,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - 100 meter horden,22.53 s,436,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - Hoogspringen,0.31 m,203,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - Kogelstoten,2.41 m,141,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - 200 meter,31.55 s,300,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - Verspringen,1.34 m,257,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - Speerwerpen,9.82 m,207,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp - 800 meter,2:53.24,424,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Vijfkamp Vrouwen,1509 p,302,8
Onbekend,McKimmie Ashleigh,5653941,14,Great Britain,Vrouw,690,Meerkampers,18,1,15,158,56,17,2,3,1,2,3,3,8,5,Zevenkamp,1968 p,281,8
Onbekend,Mcnair Jordan,5633776,16,Australia,Man,1370,Werpers,13,1,14,172,71,8,3,2,5,10,3,7,7,8,Kogelstoten,6.01 m,0,7
Onbekend,Mcnair Jordan,5633776,16,Australia,Man,1370,Werpers,13,1,14,172,71,8,3,2,5,10,3,7,7,8,Discuswerpen,25.26 m,8,7
Onbekend,Mcnair Jordan,5633776,16,Australia,Man,1370,Werpers,13,1,14,172,71,8,3,2,5,10,3,7,7,8,Kogelslingeren,26.18 m,0,7
Onbekend,Mcnair Jordan,5633776,16,Australia,Man,1370,Werpers,13,1,14,172,71,8,3,2,5,10,3,7,7,8,Speerwerpen,29.70 m,77,7
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen - Verspringen,2.90 m,453,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen - Speerwerpen,20.01 m,321,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen - 200 meter,28.42 s,502,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen - Discuswerpen,19.09 m,322,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen - 1500 meter,5:01.07,468,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - 100 meter,14.13 s,484,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Verspringen,2.85 m,445,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Kogelstoten,4.98 m,282,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Hoogspringen,0.65 m,386,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - 400 meter,1:03.11,546,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - 110 meter horden,21.19 s,511,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Discuswerpen,19.23 m,324,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Polsstokhoogspringen,1.95 m,411,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - Speerwerpen,19.81 m,318,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp - 1500 meter,5:02.11,458,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Vijfkamp Mannen,2066 p,413,8
Onbekend,McWilliam Keir,5653986,14,Great Britain,Man,400,Meerkampers,13,1,15,166,67,11,6,2,3,4,6,1,7,5,Tienkamp,4165 p,417,8
Onbekend,Meares Elise,5654586,16,Australia,Vrouw,530,Snelwandelaars,16,1,15,165,59,14,1,2,1,8,2,1,5,6,10 km snelwandelen,1h:09:59.61,548,7
Onbekend,Meares Elise,5654586,16,Australia,Vrouw,530,Snelwandelaars,16,1,15,165,59,14,1,2,1,8,2,1,5,6,20 km snelwandelen,2h:23:16.37,476,7
Onbekend,Meares Elise,5654586,16,Australia,Vrouw,530,Snelwandelaars,16,1,15,165,59,14,1,2,1,8,2,1,5,6,50 km snelwandelen,5h:51:21.82,447,7
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen - Verspringen,2.83 m,442,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen - Speerwerpen,27.48 m,441,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen - 200 meter,27.22 s,628,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen - Discuswerpen,24.86 m,419,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen - 1500 meter,4:54.17,537,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - 100 meter,13.57 s,603,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Verspringen,2.74 m,428,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Kogelstoten,7.07 m,400,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Hoogspringen,0.51 m,303,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - 400 meter,59.94 s,694,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - 110 meter horden,20.67 s,585,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Discuswerpen,25.16 m,424,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Polsstokhoogspringen,1.54 m,324,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - Speerwerpen,27.35 m,439,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp - 1500 meter,4:53.79,541,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Vijfkamp Mannen,2467 p,493,8
Onbekend,Medeot Nicolò,5599860,17,Italia,Man,1400,Meerkampers,20,2,14,171,79,18,9,3,8,2,1,2,7,7,Tienkamp,4741 p,474,8
Onbekend,Medina Viviana,5634411,22,Argentina,Vrouw,1250,Sprinters,12,1,13,174,69,18,2,1,9,1,1,1,8,6,100 meter,14.90 s,640,7
Onbekend,Medina Viviana,5634411,22,Argentina,Vrouw,1250,Sprinters,12,1,13,174,69,18,2,1,9,1,1,1,8,6,200 meter,29.85 s,591,7
Onbekend,Medina Viviana,5634411,22,Argentina,Vrouw,1250,Sprinters,12,1,13,174,69,18,2,1,9,1,1,1,8,6,400 meter,1:08.19,642,7
Onbekend,Medina Viviana,5634411,22,Argentina,Vrouw,1250,Sprinters,12,1,13,174,69,18,2,1,9,1,1,1,8,6,100 meter horden,21.38 s,635,7
Onbekend,Medina Viviana,5634411,22,Argentina,Vrouw,1250,Sprinters,12,1,13,174,69,18,2,1,9,1,1,1,8,6,400 meter horden,1:18.15,706,7
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen - 100 meter horden,21.46 s,582,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen - Hoogspringen,0.54 m,353,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen - Kogelstoten,5.08 m,298,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen - Verspringen,2.13 m,409,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen - 800 meter,2:46.01,553,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - 100 meter horden,21.44 s,584,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - Hoogspringen,0.54 m,353,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - Kogelstoten,5.10 m,300,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - 200 meter,30.48 s,408,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - Verspringen,2.13 m,409,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - Speerwerpen,21.69 m,457,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp - 800 meter,2:44.14,586,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Vijfkamp Vrouwen,2195 p,439,8
Onbekend,Megkouli Dikaia,5607189,17,Hellas,Vrouw,640,Meerkampers,17,1,15,170,74,11,2,5,3,7,1,7,6,8,Zevenkamp,3097 p,442,8
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10050,Snelwandelaars,20,4,16,174,82,18,2,16,2,5,1,2,7,9,10 km snelwandelen,1h:02:03.29,856,7
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10050,Snelwandelaars,20,4,16,174,82,18,2,16,2,5,1,2,7,9,20 km snelwandelen,2h:04:20.95,845,7
20 km snelwandelen,Meiborg Nicole,5425654,21,Deutschland,Vrouw,10050,Snelwandelaars,20,4,16,174,82,18,2,16,2,5,1,2,7,9,50 km snelwandelen,5h:10:31.34,775,7
Onbekend,Melega Elvira,5656540,17,Italia,Vrouw,140,Snelwandelaars,16,1,14,163,58,10,1,6,1,1,2,0,5,4,10 km snelwandelen,1h:10:16.00,537,7
Onbekend,Melega Elvira,5656540,17,Italia,Vrouw,140,Snelwandelaars,16,1,14,163,58,10,1,6,1,1,2,0,5,4,20 km snelwandelen,2h:21:05.43,518,7
Onbekend,Melega Elvira,5656540,17,Italia,Vrouw,140,Snelwandelaars,16,1,14,163,58,10,1,6,1,1,2,0,5,4,50 km snelwandelen,5h:50:56.10,450,7
Onbekend,Mella Adalgisa,5627496,15,Italia,Vrouw,460,Springers,19,1,15,169,65,9,3,2,7,2,8,2,6,5,Hoogspringen,0.66 m,0,7
Onbekend,Mella Adalgisa,5627496,15,Italia,Vrouw,460,Springers,19,1,15,169,65,9,3,2,7,2,8,2,6,5,Polsstokhoogspringen,1.60 m,30,7
Onbekend,Mella Adalgisa,5627496,15,Italia,Vrouw,460,Springers,19,1,15,169,65,9,3,2,7,2,8,2,6,5,Verspringen,2.67 m,133,7
Onbekend,Mella Adalgisa,5627496,15,Italia,Vrouw,460,Springers,19,1,15,169,65,9,3,2,7,2,8,2,6,5,Hinkstapspringen,4.78 m,61,7
Onbekend,Menges Aurora,5615679,16,Deutschland,Vrouw,1040,Langeafstandslopers,20,1,15,158,61,18,2,7,4,7,3,1,6,8,5.000 meter,20:41.45,558,7
Onbekend,Menges Aurora,5615679,16,Deutschland,Vrouw,1040,Langeafstandslopers,20,1,15,158,61,18,2,7,4,7,3,1,6,8,10.000 meter,45:28.66,529,7
Onbekend,Menges Aurora,5615679,16,Deutschland,Vrouw,1040,Langeafstandslopers,20,1,15,158,61,18,2,7,4,7,3,1,6,8,Marathon,3h:11:38.64,562,7
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen - 100 meter horden,22.12 s,492,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen - Hoogspringen,0.42 m,275,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen - Kogelstoten,2.83 m,166,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen - Verspringen,1.69 m,325,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen - 800 meter,2:49.41,492,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - 100 meter horden,21.97 s,512,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - Hoogspringen,0.42 m,275,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - Kogelstoten,2.84 m,167,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - 200 meter,31.46 s,309,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - Verspringen,1.64 m,315,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - Speerwerpen,11.91 m,251,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp - 800 meter,2:50.20,478,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Vijfkamp Vrouwen,1750 p,350,8
Onbekend,Mennekens Eloïse,5618922,15,België,Vrouw,560,Meerkampers,20,1,15,151,48,16,3,6,2,4,4,3,6,7,Zevenkamp,2307 p,330,8
Onbekend,Merrill Carson,5637482,16,United States,Man,1700,Springers,20,1,15,182,81,20,1,2,3,5,9,1,5,9,Hoogspringen,0.89 m,125,7
Onbekend,Merrill Carson,5637482,16,United States,Man,1700,Springers,20,1,15,182,81,20,1,2,3,5,9,1,5,9,Polsstokhoogspringen,2.38 m,110,7
Onbekend,Merrill Carson,5637482,16,United States,Man,1700,Springers,20,1,15,182,81,20,1,2,3,5,9,1,5,9,Verspringen,3.41 m,160,7
Onbekend,Merrill Carson,5637482,16,United States,Man,1700,Springers,20,1,15,182,81,20,1,2,3,5,9,1,5,9,Hinkstapspringen,6.80 m,139,7
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33500,Snelwandelaars,20,13,14,171,51,19,0,20,10,0,0,0,12,9,10 km snelwandelen,53:02.72,1009,7
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33500,Snelwandelaars,20,13,14,171,51,19,0,20,10,0,0,0,12,9,20 km snelwandelen,1h:44:57.97,978,7
50 km snelwandelen,Mich Ubaldo,4989132,33,Italia,Man,33500,Snelwandelaars,20,13,14,171,51,19,0,20,10,0,0,0,12,9,50 km snelwandelen,4h:16:07.28,1032,7
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,158,63,20,2,4,1,10,1,2,7,6,10 km snelwandelen,1h:08:03.00,623,7
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,158,63,20,2,4,1,10,1,2,7,6,20 km snelwandelen,2h:18:33.09,568,7
Onbekend,Michałek Lidia,5613966,17,Polska,Vrouw,2070,Snelwandelaars,20,1,17,158,63,20,2,4,1,10,1,2,7,6,50 km snelwandelen,5h:41:02.09,530,7
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,15,1,15,158,61,10,3,8,5,1,3,3,6,5,10 km snelwandelen,1h:02:18.62,614,7
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,15,1,15,158,61,10,3,8,5,1,3,3,6,5,20 km snelwandelen,2h:01:16.39,622,7
Onbekend,Michna Vlastislav,5644431,14,Česká republika,Man,440,Snelwandelaars,15,1,15,158,61,10,3,8,5,1,3,3,6,5,50 km snelwandelen,5h:14:25.60,523,7
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Vijfkamp Mannen - Verspringen,3.13 m,489,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Vijfkamp Mannen - Speerwerpen,34.10 m,548,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Vijfkamp Mannen - 200 meter,27.07 s,644,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Vijfkamp Mannen - Discuswerpen,32.36 m,545,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Vijfkamp Mannen - 1500 meter,4:48.13,598,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Tienkamp - 100 meter,13.83 s,548,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Tienkamp - Verspringen,3.06 m,478,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Tienkamp - Kogelstoten,8.90 m,504,8
Vijfkamp Mannen,Mihailov Haralambi,5557283,21,Bulgaria,Man,1710,Meerkampers,20,2,18,171,68,10,9,0,3,4,1,4,8,10,Tienkamp - Hoogspringen,0.66 m,392,8
